StreamID: 289
Parameters: FLOW_OUTcms, ORGN_OUTkg
Dates: 01/01/2001 - 12/31/2015



UTCoffset(sec)   Date(m/d/y)   FLOW_OUTcms   ORGN_OUTkg
1034380800       10/12/2002    151.1         0.0          
1034467200       10/13/2002    138.2         0.0          
1034553600       10/14/2002    126.3         0.0          
1034640000       10/15/2002    115.7         0.0          
1034726400       10/16/2002    103.8         0.0          
1034812800       10/17/2002    97.02         0.0          
1034899200       10/18/2002    90.32         0.0          
1034985600       10/19/2002    84.59         0.0          
1035072000       10/20/2002    77.72         0.0          
1035158400       10/21/2002    78.55         0.0          
1035244800       10/22/2002    72.72         0.0          
1035331200       10/23/2002    88.51         1.693        
1035417600       10/24/2002    79.42         0.2246       
1035504000       10/25/2002    77.17         0.03348      
1035590400       10/26/2002    73.88         0.0          
1035676800       10/27/2002    82.51         0.0          
1035763200       10/28/2002    79.03         0.0          
1035849600       10/29/2002    117.6         2.093        
1035936000       10/30/2002    108.0         0.203        
1036022400       10/31/2002    141.3         3.327        
1036108800       11/1/2002     134.7         0.323        
1036195200       11/2/2002     132.0         0.04466      
1036281600       11/3/2002     124.9         0.0          
1036368000       11/4/2002     116.4         0.0          
1036454400       11/5/2002     107.4         0.0          
1036540800       11/6/2002     98.24         0.0          
1036627200       11/7/2002     90.7          0.0          
1036713600       11/8/2002     83.23         0.0          
1036800000       11/9/2002     76.78         0.0          
1036886400       11/10/2002    70.82         0.0          
1036972800       11/11/2002    64.69         0.0          
1037059200       11/12/2002    60.49         0.0          
1037145600       11/13/2002    57.26         0.0          
1037232000       11/14/2002    52.57         0.0          
1037318400       11/15/2002    49.91         0.0          
1037404800       11/16/2002    78.62         10.07        
1037491200       11/17/2002    68.92         1.469        
1037577600       11/18/2002    65.73         0.2339       
1037664000       11/19/2002    61.77         0.03571      
1037750400       11/20/2002    58.09         0.005744     
1037836800       11/21/2002    54.53         0.0          
1037923200       11/22/2002    51.93         0.0          
1038009600       11/23/2002    47.64         0.0          
1038096000       11/24/2002    45.11         0.0          
1038182400       11/25/2002    42.42         0.0          
1038268800       11/26/2002    40.29         0.0          
1038355200       11/27/2002    38.9          0.0          
1038441600       11/28/2002    37.14         0.0          
1038528000       11/29/2002    35.21         0.0          
1038614400       11/30/2002    33.64         0.0          
1038700800       12/1/2002     31.53         0.0          
1038787200       12/2/2002     30.96         0.0          
1038873600       12/3/2002     28.95         0.0          
1038960000       12/4/2002     28.76         0.0          
1039046400       12/5/2002     26.85         0.0          
1039132800       12/6/2002     26.67         0.0          
1039219200       12/7/2002     25.07         0.0          
1039305600       12/8/2002     26.79         0.0          
1039392000       12/9/2002     26.12         0.0          
1039478400       12/10/2002    26.81         0.0          
1039564800       12/11/2002    24.96         0.0          
1039651200       12/12/2002    25.51         0.0          
1039737600       12/13/2002    24.32         0.0          
1039824000       12/14/2002    23.16         0.0          
1039910400       12/15/2002    21.66         0.0          
1039996800       12/16/2002    20.86         0.0          
1040083200       12/17/2002    20.58         0.0          
1040169600       12/18/2002    19.14         0.0          
1040256000       12/19/2002    19.06         0.0          
1040342400       12/20/2002    17.81         0.0          
1040428800       12/21/2002    17.35         0.0          
1040515200       12/22/2002    17.25         0.0          
1040601600       12/23/2002    16.12         0.0          
1040688000       12/24/2002    15.77         0.0          
1040774400       12/25/2002    15.69         0.0          
1040860800       12/26/2002    20.29         0.0          
1040947200       12/27/2002    19.36         0.0          
1041033600       12/28/2002    18.43         0.0          
1041120000       12/29/2002    17.2          0.0          
1041206400       12/30/2002    15.78         0.0          
1041292800       12/31/2002    15.49         0.0          
1041379200       1/1/2003      14.16         0.0          
1041465600       1/2/2003      13.98         0.0          
1041552000       1/3/2003      12.85         0.0          
1041638400       1/4/2003      12.77         0.0          
1041724800       1/5/2003      11.92         0.0          
1041811200       1/6/2003      11.49         0.0          
1041897600       1/7/2003      11.39         0.0          
1041984000       1/8/2003      10.55         0.0          
1042070400       1/9/2003      10.23         0.0          
1042156800       1/10/2003     9.851         0.0          
1042243200       1/11/2003     9.92          0.0          
1042329600       1/12/2003     9.216         0.0          
1042416000       1/13/2003     8.925         0.0          
1042502400       1/14/2003     8.594         0.0          
1042588800       1/15/2003     8.678         0.0          
1042675200       1/16/2003     8.082         0.0          
1042761600       1/17/2003     7.844         0.0          
1042848000       1/18/2003     7.63          0.0          
1042934400       1/19/2003     7.788         0.0          
1043020800       1/20/2003     7.204         0.0          
1043107200       1/21/2003     6.991         0.0          
1043193600       1/22/2003     6.795         0.0          
1043280000       1/23/2003     6.563         0.0          
1043366400       1/24/2003     6.718         0.0          
1043452800       1/25/2003     6.243         0.0          
1043539200       1/26/2003     6.023         0.0          
1043625600       1/27/2003     5.874         0.0          
1043712000       1/28/2003     5.754         0.0          
1043798400       1/29/2003     5.55          0.0          
1043884800       1/30/2003     5.704         0.0          
1043971200       1/31/2003     5.292         0.0          
